"获取实时拥堵指数内容"
"index：1.26"
"last_index：1.37"
"week_rate：-0.08"
"max_congest_day：20191008"
"max_week_day：2"
"max_index：1.97"
"获取实时拥堵指数变化内容"
"0{'index': '1.33', 'speed': '34.16', 'time': '10:35'}"
"16{'index': '1.07', 'speed': '40.91', 'time': '20:10'}"
"17{'index': '1.06', 'speed': '41.40', 'time': '20:15'}"
"18{'index': '1.06', 'speed': '41.47', 'time': '20:20'}"
"19{'index': '1.07', 'speed': '41.12', 'time': '20:25'}"
"20{'index': '1.06', 'speed': '41.37', 'time': '20:30'}"
"21{'index': '1.06', 'speed': '41.33', 'time': '20:35'}"
"22{'index': '1.06', 'speed': '41.38', 'time': '20:40'}"
"23{'index': '1.07', 'speed': '40.87', 'time': '20:45'}"
"24{'index': '1.08', 'speed': '40.48', 'time': '20:50'}"
"25{'index': '1.08', 'speed': '40.68', 'time': '20:55'}"
"26{'index': '1.08', 'speed': '40.72', 'time': '21:00'}"
"27{'index': '1.06', 'speed': '41.40', 'time': '21:05'}"
"28{'index': '1.05', 'speed': '41.74', 'time': '21:10'}"
"29{'index': '1.07', 'speed': '41.15', 'time': '21:15'}"
"30{'index': '1.05', 'speed': '41.77', 'time': '21:20'}"
"31{'index': '1.05', 'speed': '41.93', 'time': '21:25'}"
"32{'index': '1.04', 'speed': '42.07', 'time': '21:30'}"
"33{'index': '1.05', 'speed': '41.73', 'time': '21:35'}"
"34{'index': '1.06', 'speed': '41.51', 'time': '21:40'}"
"35{'index': '1.05', 'speed': '41.67', 'time': '21:45'}"
"36{'index': '1.04', 'speed': '42.03', 'time': '21:50'}"
"37{'index': '1.03', 'speed': '42.59', 'time': '21:55'}"
"38{'index': '1.05', 'speed': '41.89', 'time': '22:00'}"
"39{'index': '1.07', 'speed': '41.14', 'time': '22:05'}"
"40{'index': '1.06', 'speed': '41.56', 'time': '22:10'}"
"41{'index': '1.04', 'speed': '42.09', 'time': '22:15'}"
"42{'index': '1.03', 'speed': '42.62', 'time': '22:20'}"
"43{'index': '1.03', 'speed': '42.59', 'time': '22:25'}"
"44{'index': '1.05', 'speed': '42.01', 'time': '22:30'}"
"45{'index': '1.05', 'speed': '41.96', 'time': '22:35'}"
"46{'index': '1.05', 'speed': '41.81', 'time': '22:40'}"
"47{'index': '1.04', 'speed': '42.09', 'time': '22:45'}"
"48{'index': '1.04', 'speed': '42.04', 'time': '22:50'}"
"49{'index': '1.05', 'speed': '41.93', 'time': '22:55'}"
"50{'index': '1.05', 'speed': '42.00', 'time': '23:00'}"
"51{'index': '1.03', 'speed': '42.74', 'time': '23:05'}"
"52{'index': '1.03', 'speed': '42.46', 'time': '23:10'}"
"53{'index': '1.03', 'speed': '42.73', 'time': '23:15'}"
"54{'index': '1.03', 'speed': '42.83', 'time': '23:20'}"
"55{'index': '1.00', 'speed': '43.98', 'time': '23:25'}"
"56{'index': '1.00', 'speed': '43.96', 'time': '23:30'}"
"57{'index': '1.03', 'speed': '42.61', 'time': '23:35'}"
"58{'index': '1.01', 'speed': '43.59', 'time': '23:40'}"
"59{'index': '1.01', 'speed': '43.37', 'time': '23:45'}"
"60{'index': '1.03', 'speed': '42.51', 'time': '23:50'}"
"61{'index': '1.04', 'speed': '42.29', 'time': '23:55'}"
"62{'index': '1.01', 'speed': '43.66', 'time': '00:00'}"
"63{'index': '1.01', 'speed': '43.67', 'time': '00:05'}"
"64{'index': '0.99', 'speed': '44.33', 'time': '00:10'}"
"65{'index': '1.00', 'speed': '43.96', 'time': '00:15'}"
"66{'index': '1.00', 'speed': '43.87', 'time': '00:20'}"
"67{'index': '1.01', 'speed': '43.42', 'time': '00:25'}"
"68{'index': '1.02', 'speed': '42.99', 'time': '00:30'}"
"69{'index': '1.02', 'speed': '43.25', 'time': '00:35'}"
"70{'index': '1.01', 'speed': '43.35', 'time': '00:40'}"
"71{'index': '1.04', 'speed': '42.17', 'time': '00:45'}"
"72{'index': '1.03', 'speed': '42.67', 'time': '00:50'}"
"73{'index': '1.03', 'speed': '42.73', 'time': '00:55'}"
"74{'index': '1.02', 'speed': '42.95', 'time': '01:00'}"
"75{'index': '1.03', 'speed': '42.63', 'time': '01:05'}"
"76{'index': '1.00', 'speed': '43.87', 'time': '01:10'}"
"77{'index': '0.98', 'speed': '44.70', 'time': '01:15'}"
"78{'index': '0.99', 'speed': '44.45', 'time': '01:20'}"
"79{'index': '1.00', 'speed': '43.74', 'time': '01:25'}"
"80{'index': '1.04', 'speed': '42.30', 'time': '01:30'}"
"81{'index': '1.03', 'speed': '42.44', 'time': '01:35'}"
"82{'index': '0.99', 'speed': '44.14', 'time': '01:40'}"
"83{'index': '1.00', 'speed': '43.92', 'time': '01:45'}"
"84{'index': '1.04', 'speed': '42.10', 'time': '01:50'}"
"85{'index': '0.99', 'speed': '44.41', 'time': '01:55'}"
"86{'index': '0.95', 'speed': '46.27', 'time': '02:00'}"
"87{'index': '0.96', 'speed': '45.77', 'time': '02:05'}"
"88{'index': '0.98', 'speed': '44.84', 'time': '02:10'}"
"89{'index': '1.01', 'speed': '43.58', 'time': '02:15'}"
"90{'index': '1.06', 'speed': '41.46', 'time': '02:20'}"
"91{'index': '1.07', 'speed': '41.09', 'time': '02:25'}"
"92{'index': '1.08', 'speed': '40.67', 'time': '02:30'}"
"93{'index': '1.10', 'speed': '40.03', 'time': '02:35'}"
"94{'index': '1.04', 'speed': '42.05', 'time': '02:40'}"
"95{'index': '1.06', 'speed': '41.39', 'time': '02:45'}"
"96{'index': '1.08', 'speed': '40.74', 'time': '02:50'}"
"97{'index': '1.04', 'speed': '42.23', 'time': '02:55'}"
"98{'index': '0.95', 'speed': '46.34', 'time': '03:00'}"
"99{'index': '0.96', 'speed': '45.84', 'time': '03:05'}"
"100{'index': '1.00', 'speed': '44.02', 'time': '03:10'}"
"101{'index': '1.00', 'speed': '43.89', 'time': '03:15'}"
"102{'index': '1.02', 'speed': '42.96', 'time': '03:20'}"
"103{'index': '0.96', 'speed': '45.95', 'time': '03:25'}"
"104{'index': 0.95, 'speed': '48.05', 'time': '03:30'}"
"105{'index': '0.95', 'speed': '46.12', 'time': '03:35'}"
"106{'index': '0.96', 'speed': '45.74', 'time': '03:40'}"
"107{'index': 0.95, 'speed': '47.22', 'time': '03:45'}"
"108{'index': 0.95, 'speed': '47.73', 'time': '03:50'}"
"109{'index': 0.95, 'speed': '46.49', 'time': '03:55'}"
"110{'index': 0.95, 'speed': '46.80', 'time': '04:00'}"
"111{'index': 0.95, 'speed': '46.49', 'time': '04:05'}"
"112{'index': '0.97', 'speed': '45.39', 'time': '04:10'}"
"113{'index': 0.95, 'speed': '48.03', 'time': '04:15'}"
"114{'index': 0.95, 'speed': '47.81', 'time': '04:20'}"
"115{'index': 0.95, 'speed': '46.94', 'time': '04:25'}"
"116{'index': 0.95, 'speed': '47.96', 'time': '04:30'}"
"117{'index': 0.95, 'speed': '47.27', 'time': '04:35'}"
"118{'index': '0.96', 'speed': '45.95', 'time': '04:40'}"
"119{'index': '0.96', 'speed': '45.70', 'time': '04:45'}"
"120{'index': '1.01', 'speed': '43.31', 'time': '04:50'}"
"121{'index': '0.97', 'speed': '45.49', 'time': '04:55'}"
"122{'index': 0.95, 'speed': '47.14', 'time': '05:00'}"
"123{'index': 0.95, 'speed': '47.66', 'time': '05:05'}"
"124{'index': 0.95, 'speed': '48.69', 'time': '05:10'}"
"125{'index': 0.95, 'speed': '48.12', 'time': '05:15'}"
"126{'index': 0.95, 'speed': '48.23', 'time': '05:20'}"
"127{'index': 0.95, 'speed': '47.19', 'time': '05:25'}"
"128{'index': 0.95, 'speed': '46.78', 'time': '05:30'}"
"129{'index': 0.95, 'speed': '48.39', 'time': '05:35'}"
"130{'index': 0.95, 'speed': '47.41', 'time': '05:40'}"
"131{'index': 0.95, 'speed': '47.79', 'time': '05:45'}"
"132{'index': 0.95, 'speed': '47.37', 'time': '05:50'}"
"133{'index': '0.95', 'speed': '46.26', 'time': '05:55'}"
"134{'index': '1.00', 'speed': '43.91', 'time': '06:00'}"
"135{'index': '1.02', 'speed': '43.03', 'time': '06:05'}"
"136{'index': '1.00', 'speed': '43.91', 'time': '06:10'}"
"137{'index': '0.98', 'speed': '44.83', 'time': '06:15'}"
"138{'index': '0.98', 'speed': '44.82', 'time': '06:20'}"
"139{'index': '0.98', 'speed': '44.95', 'time': '06:25'}"
"140{'index': '1.00', 'speed': '43.94', 'time': '06:30'}"
"141{'index': '0.99', 'speed': '44.22', 'time': '06:35'}"
"142{'index': '0.98', 'speed': '44.90', 'time': '06:40'}"
"143{'index': '0.98', 'speed': '44.78', 'time': '06:45'}"
"144{'index': '0.98', 'speed': '44.78', 'time': '06:50'}"
"145{'index': '0.99', 'speed': '44.28', 'time': '06:55'}"
"146{'index': '1.03', 'speed': '42.50', 'time': '07:00'}"
"147{'index': '1.03', 'speed': '42.79', 'time': '07:05'}"
"148{'index': '1.03', 'speed': '42.55', 'time': '07:10'}"
"149{'index': '1.04', 'speed': '42.30', 'time': '07:15'}"
"150{'index': '1.04', 'speed': '42.07', 'time': '07:20'}"
"151{'index': '1.05', 'speed': '41.96', 'time': '07:25'}"
"152{'index': '1.04', 'speed': '42.09', 'time': '07:30'}"
"153{'index': '1.05', 'speed': '41.94', 'time': '07:35'}"
"154{'index': '1.04', 'speed': '42.08', 'time': '07:40'}"
"155{'index': '1.05', 'speed': '41.95', 'time': '07:45'}"
"156{'index': '1.05', 'speed': '41.78', 'time': '07:50'}"
"157{'index': '1.05', 'speed': '41.92', 'time': '07:55'}"
"158{'index': '1.07', 'speed': '41.22', 'time': '08:00'}"
"159{'index': '1.07', 'speed': '41.06', 'time': '08:05'}"
"160{'index': '1.07', 'speed': '41.10', 'time': '08:10'}"
"161{'index': '1.07', 'speed': '41.17', 'time': '08:15'}"
"162{'index': '1.07', 'speed': '40.99', 'time': '08:20'}"
"163{'index': '1.08', 'speed': '40.84', 'time': '08:25'}"
"164{'index': '1.06', 'speed': '41.26', 'time': '08:30'}"
"165{'index': '1.07', 'speed': '41.21', 'time': '08:35'}"
"166{'index': '1.07', 'speed': '41.15', 'time': '08:40'}"
"167{'index': '1.07', 'speed': '41.20', 'time': '08:45'}"
"168{'index': '1.07', 'speed': '41.20', 'time': '08:50'}"
"169{'index': '1.06', 'speed': '41.26', 'time': '08:55'}"
"170{'index': '1.06', 'speed': '41.37', 'time': '09:00'}"
"171{'index': '1.06', 'speed': '41.40', 'time': '09:05'}"
"172{'index': '1.06', 'speed': '41.34', 'time': '09:10'}"
"173{'index': '1.06', 'speed': '41.47', 'time': '09:15'}"
"174{'index': '1.05', 'speed': '41.66', 'time': '09:20'}"
"175{'index': '1.05', 'speed': '41.71', 'time': '09:25'}"
"176{'index': '1.05', 'speed': '41.63', 'time': '09:30'}"
"177{'index': '1.06', 'speed': '41.45', 'time': '09:35'}"
"178{'index': '1.06', 'speed': '41.36', 'time': '09:40'}"
"179{'index': '1.06', 'speed': '41.40', 'time': '09:45'}"
"180{'index': '1.06', 'speed': '41.45', 'time': '09:50'}"
"181{'index': '1.06', 'speed': '41.33', 'time': '09:55'}"
"182{'index': '1.07', 'speed': '41.19', 'time': '10:00'}"
"183{'index': '1.08', 'speed': '40.80', 'time': '10:05'}"
"184{'index': '1.07', 'speed': '40.92', 'time': '10:10'}"
"185{'index': '1.07', 'speed': '41.09', 'time': '10:15'}"
"186{'index': '1.07', 'speed': '41.00', 'time': '10:20'}"
"187{'index': '1.07', 'speed': '41.13', 'time': '10:25'}"
"188{'index': '1.07', 'speed': '41.06', 'time': '10:30'}"
"189{'index': '1.07', 'speed': '40.92', 'time': '10:35'}"
"190{'index': '1.07', 'speed': '41.02', 'time': '10:40'}"
"191{'index': '1.07', 'speed': '41.21', 'time': '10:45'}"
"192{'index': '1.07', 'speed': '41.03', 'time': '10:50'}"
"193{'index': '1.07', 'speed': '40.86', 'time': '10:55'}"
"194{'index': '1.07', 'speed': '40.97', 'time': '11:00'}"
"195{'index': '1.07', 'speed': '41.17', 'time': '11:05'}"
"196{'index': '1.07', 'speed': '41.02', 'time': '11:10'}"
"197{'index': '1.08', 'speed': '40.84', 'time': '11:15'}"
"198{'index': '1.07', 'speed': '40.93', 'time': '11:20'}"
"199{'index': '1.07', 'speed': '40.97', 'time': '11:25'}"
"200{'index': '1.07', 'speed': '41.13', 'time': '11:30'}"
"201{'index': '1.07', 'speed': '41.20', 'time': '11:35'}"
"202{'index': '1.06', 'speed': '41.30', 'time': '11:40'}"
"203{'index': '1.07', 'speed': '41.07', 'time': '11:45'}"
"204{'index': '1.08', 'speed': '40.84', 'time': '11:50'}"
"205{'index': '1.07', 'speed': '41.04', 'time': '11:55'}"
"206{'index': '1.06', 'speed': '41.45', 'time': '12:00'}"
"207{'index': '1.06', 'speed': '41.57', 'time': '12:05'}"
"208{'index': '1.05', 'speed': '41.69', 'time': '12:10'}"
"209{'index': '1.05', 'speed': '41.66', 'time': '12:15'}"
"210{'index': '1.06', 'speed': '41.34', 'time': '12:20'}"
"211{'index': '1.06', 'speed': '41.37', 'time': '12:25'}"
"212{'index': '1.06', 'speed': '41.44', 'time': '12:30'}"
"213{'index': '1.06', 'speed': '41.50', 'time': '12:35'}"
"214{'index': '1.06', 'speed': '41.47', 'time': '12:40'}"
"215{'index': '1.06', 'speed': '41.50', 'time': '12:45'}"
"216{'index': '1.06', 'speed': '41.44', 'time': '12:50'}"
"217{'index': '1.06', 'speed': '41.32', 'time': '12:55'}"
"218{'index': '1.07', 'speed': '41.17', 'time': '13:00'}"
"219{'index': '1.06', 'speed': '41.27', 'time': '13:05'}"
"220{'index': '1.06', 'speed': '41.57', 'time': '13:10'}"
"221{'index': '1.06', 'speed': '41.51', 'time': '13:15'}"
"222{'index': '1.06', 'speed': '41.62', 'time': '13:20'}"
"223{'index': '1.06', 'speed': '41.52', 'time': '13:25'}"
"224{'index': '1.06', 'speed': '41.51', 'time': '13:30'}"
"225{'index': '1.06', 'speed': '41.50', 'time': '13:35'}"
"226{'index': '1.06', 'speed': '41.56', 'time': '13:40'}"
"227{'index': '1.06', 'speed': '41.55', 'time': '13:45'}"
"228{'index': '1.06', 'speed': '41.40', 'time': '13:50'}"
"229{'index': '1.06', 'speed': '41.44', 'time': '13:55'}"
"230{'index': '1.07', 'speed': '41.23', 'time': '14:00'}"
"231{'index': '1.06', 'speed': '41.25', 'time': '14:05'}"
"232{'index': '1.06', 'speed': '41.37', 'time': '14:10'}"
"233{'index': '1.06', 'speed': '41.27', 'time': '14:15'}"
"234{'index': '1.06', 'speed': '41.27', 'time': '14:20'}"
"235{'index': '1.07', 'speed': '41.16', 'time': '14:25'}"
"236{'index': '1.06', 'speed': '41.26', 'time': '14:30'}"
"237{'index': '1.06', 'speed': '41.37', 'time': '14:35'}"
"238{'index': '1.06', 'speed': '41.32', 'time': '14:40'}"
"239{'index': '1.06', 'speed': '41.30', 'time': '14:45'}"
"240{'index': '1.06', 'speed': '41.38', 'time': '14:50'}"
"241{'index': '1.06', 'speed': '41.55', 'time': '14:55'}"
"242{'index': '1.06', 'speed': '41.47', 'time': '15:00'}"
"243{'index': '1.06', 'speed': '41.33', 'time': '15:05'}"
"244{'index': '1.06', 'speed': '41.39', 'time': '15:10'}"
"245{'index': '1.06', 'speed': '41.41', 'time': '15:15'}"
"246{'index': '1.05', 'speed': '41.66', 'time': '15:20'}"
"247{'index': '1.06', 'speed': '41.52', 'time': '15:25'}"
"248{'index': '1.06', 'speed': '41.54', 'time': '15:30'}"
"249{'index': '1.06', 'speed': '41.40', 'time': '15:35'}"
"250{'index': '1.06', 'speed': '41.39', 'time': '15:40'}"
"251{'index': '1.06', 'speed': '41.47', 'time': '15:45'}"
"252{'index': '1.06', 'speed': '41.57', 'time': '15:50'}"
"253{'index': '1.06', 'speed': '41.55', 'time': '15:55'}"
"254{'index': '1.06', 'speed': '41.24', 'time': '16:00'}"
"255{'index': '1.07', 'speed': '41.17', 'time': '16:05'}"
"256{'index': '1.07', 'speed': '41.09', 'time': '16:10'}"
"257{'index': '1.06', 'speed': '41.27', 'time': '16:15'}"
"258{'index': '1.07', 'speed': '41.02', 'time': '16:20'}"
"259{'index': '1.07', 'speed': '41.02', 'time': '16:25'}"
"260{'index': '1.07', 'speed': '41.11', 'time': '16:30'}"
"261{'index': '1.07', 'speed': '40.96', 'time': '16:35'}"
"262{'index': '1.08', 'speed': '40.76', 'time': '16:40'}"
"263{'index': '1.08', 'speed': '40.71', 'time': '16:45'}"
"264{'index': '1.08', 'speed': '40.68', 'time': '16:50'}"
"265{'index': '1.08', 'speed': '40.80', 'time': '16:55'}"
"266{'index': '1.10', 'speed': '40.10', 'time': '17:00'}"
"267{'index': '1.11', 'speed': '39.69', 'time': '17:05'}"
"268{'index': '1.12', 'speed': '39.31', 'time': '17:10'}"
"269{'index': '1.12', 'speed': '39.24', 'time': '17:15'}"
"270{'index': '1.12', 'speed': '39.35', 'time': '17:20'}"
"271{'index': '1.11', 'speed': '39.41', 'time': '17:25'}"
"272{'index': '1.11', 'speed': '39.39', 'time': '17:30'}"
"273{'index': '1.12', 'speed': '39.27', 'time': '17:35'}"
"274{'index': '1.11', 'speed': '39.48', 'time': '17:40'}"
"275{'index': '1.11', 'speed': '39.51', 'time': '17:45'}"
"276{'index': '1.11', 'speed': '39.68', 'time': '17:50'}"
"277{'index': '1.11', 'speed': '39.70', 'time': '17:55'}"
"278{'index': '1.10', 'speed': '39.88', 'time': '18:00'}"
"279{'index': '1.10', 'speed': '40.09', 'time': '18:05'}"
"280{'index': '1.09', 'speed': '40.18', 'time': '18:10'}"
"281{'index': '1.10', 'speed': '40.08', 'time': '18:15'}"
"282{'index': '1.10', 'speed': '40.08', 'time': '18:20'}"
"283{'index': '1.09', 'speed': '40.35', 'time': '18:25'}"
"284{'index': '1.09', 'speed': '40.38', 'time': '18:30'}"
"285{'index': '1.09', 'speed': '40.21', 'time': '18:35'}"
"286{'index': '1.08', 'speed': '40.59', 'time': '18:40'}"
"287{'index': '1.08', 'speed': '40.84', 'time': '18:45'}"
"获取实时道路拥堵指数内容"
"highway_index：1.02"
"general_way_index：1.05"
"lhighway_index：1.03"
"lgeneral_way_index：1.07"
"highway_speed：70.81"
"general_way_speed：41.73"
"highway_week_rate：-0.01"
"general_way_week_rate：-0.019"
"获取实时拥堵里程内容"
"slowly：1.63"
"congest：0.11"
"serious：0"
"avg_slowly：15.11"
"avg_congest：9.50"
"avg_serious：2.65"
"slowly_rate：-0.892"
"congest_rate：-0.988"
"serious_rate：-"
"is_work：1"
"获取昨日早晚高峰内容"
"morning_hour：10:35-11:35"
"morning_index：1.08"
"evening_hour：16:55-17:55"
"evening_index：1.12"
"获取全部道路拥堵情况"
"---------------分割线---------------"
"id:15281618986"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长通路-1"
"speed:30.24"
"yongdu_length:-"
"road_type:3"
"roadname:长通路"
"index:1.82"
"index_level:2"
"length:5.16"
"semantic:从四家子二号桥到长通路大桥，南向西"
"location:125.833183,44.108542"
"---------------分割线---------------"
"id:15281618666"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长吉高速-0-xj20180721"
"speed:43.74"
"yongdu_length:0.39"
"road_type:1"
"roadname:长吉高速"
"index:1.65"
"index_level:2"
"length:1.81"
"semantic:从珲乌高速到杨家店桥，东向南"
"location:125.471891,43.903586"
"---------------分割线---------------"
"id:15281618979"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:松柏路-17"
"speed:25.51"
"yongdu_length:-"
"road_type:3"
"roadname:松柏路"
"index:1.63"
"index_level:2"
"length:2.09"
"semantic:德惠公园附近，东向西"
"location:125.693589,44.534902"
"---------------分割线---------------"
"id:15281618967"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:人民街-1"
"speed:29.53"
"yongdu_length:-"
"road_type:4"
"roadname:人民街"
"index:1.49"
"index_level:1"
"length:2.65"
"semantic:从东风路到德惠公园，北向南"
"location:125.714598,44.548122"
"---------------分割线---------------"
"id:15281618961"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:机场路-0"
"speed:48.05"
"yongdu_length:-"
"road_type:4"
"roadname:机场路"
"index:1.48"
"index_level:1"
"length:7.69"
"semantic:四通路高架桥附近，南向东"
"location:125.449114,43.909743"
"---------------分割线---------------"
"id:15281618969"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:南湖中街-5"
"speed:32.81"
"yongdu_length:-"
"road_type:4"
"roadname:南湖中街"
"index:1.47"
"index_level:1"
"length:2.00"
"semantic:从徒河黑猪到金宇大路，北向南"
"location:125.311667,43.820478"
"---------------分割线---------------"
"id:15281618959"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:乐群街-0-xj20190816"
"speed:23.02"
"yongdu_length:-"
"road_type:4"
"roadname:乐群街"
"index:1.44"
"index_level:1"
"length:1.25"
"semantic:从吉林大路到东新路，南向北"
"location:125.396012,43.888872"
"---------------分割线---------------"
"id:15281618956"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:东岭街-0"
"speed:29.33"
"yongdu_length:-"
"road_type:4"
"roadname:东岭街"
"index:1.40"
"index_level:1"
"length:1.72"
"semantic:从东岭南街到解放大路高架桥，南向北"
"location:125.356825,43.867474"
"---------------分割线---------------"
"id:15281618976"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:人民大街辅路-3"
"speed:25.93"
"yongdu_length:-"
"road_type:3"
"roadname:人民大街辅路"
"index:1.39"
"index_level:1"
"length:1.38"
"semantic:从人民大街路口到南环城路，南向东"
"location:125.333298,43.813159"
"---------------分割线---------------"
"id:15281618952"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长沈路-15"
"speed:28.95"
"yongdu_length:-"
"road_type:4"
"roadname:长沈路"
"index:1.39"
"index_level:1"
"length:1.78"
"semantic:从汽车广场到长沈公路立交桥，北向西"
"location:125.215147,43.838095"
"获取高速/快速路拥堵情况"
"---------------分割线---------------"
"id:15281618666"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长吉高速-0-xj20180721"
"speed:43.74"
"yongdu_length:0.39"
"road_type:1"
"roadname:长吉高速"
"index:1.65"
"index_level:2"
"length:1.81"
"semantic:从珲乌高速到杨家店桥，东向南"
"location:125.471891,43.903586"
"---------------分割线---------------"
"id:15281618673"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:珲乌高速-2-xj20180908"
"speed:69.73"
"yongdu_length:-"
"road_type:1"
"roadname:珲乌高速"
"index:1.23"
"index_level:1"
"length:2.50"
"semantic:珲乌高速附近，北向南"
"location:125.301215,44.006515"
"---------------分割线---------------"
"id:15281618688"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:珲乌高速-3"
"speed:61.67"
"yongdu_length:-"
"road_type:1"
"roadname:珲乌高速"
"index:1.21"
"index_level:1"
"length:1.60"
"semantic:从北亚泰大街到畅达物流中转库，南向北"
"location:125.316019,43.98899"
"---------------分割线---------------"
"id:15281618680"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长春绕城高速-0-xj20180908"
"speed:80.10"
"yongdu_length:-"
"road_type:1"
"roadname:长春绕城高速"
"index:1.20"
"index_level:1"
"length:36.06"
"semantic:从亚泰北街桥到跨越桥，东向南"
"location:125.30876,44.00403"
"---------------分割线---------------"
"id:15281618677"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长春绕城高速-1"
"speed:80.48"
"yongdu_length:-"
"road_type:1"
"roadname:长春绕城高速"
"index:1.18"
"index_level:1"
"length:35.34"
"semantic:从跨越桥到亚泰北街桥，南向东"
"location:125.215648,43.750493"
"---------------分割线---------------"
"id:15281618667"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长春绕城高速-0-xj20180721"
"speed:78.41"
"yongdu_length:-"
"road_type:1"
"roadname:长春绕城高速"
"index:1.16"
"index_level:1"
"length:20.32"
"semantic:从杨家店桥到亚泰北街桥，南向北盘路处"
"location:125.463499,43.895705"
"---------------分割线---------------"
"id:15281618643"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:东部快速路-1"
"speed:63.37"
"yongdu_length:-"
"road_type:2"
"roadname:东部快速路"
"index:1.12"
"index_level:1"
"length:1.23"
"semantic:东部快速路附近，北向南"
"location:125.382187,43.933819"
"---------------分割线---------------"
"id:15281618687"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:长深高速-1"
"speed:76.01"
"yongdu_length:-"
"road_type:1"
"roadname:长深高速"
"index:1.12"
"index_level:1"
"length:5.31"
"semantic:从西湖大路到后二道河子桥，东向西"
"location:125.182347,43.877549"
"---------------分割线---------------"
"id:15281618654"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:东部快速路-0"
"speed:67.89"
"yongdu_length:-"
"road_type:2"
"roadname:东部快速路"
"index:1.11"
"index_level:1"
"length:12.44"
"semantic:从福祉大路立交桥到一匡街跨伊通河桥，南向北"
"location:125.384288,43.823538"
"---------------分割线---------------"
"id:15281618652"
"time:202002141840"
"citycode:53"
"district_type:0"
"roadsegid:东部快速路-0-xj20190119"
"speed:68.27"
"yongdu_length:-"
"road_type:2"
"roadname:东部快速路"
"index:1.09"
"index_level:1"
"length:3.63"
"semantic:从东荣立交桥到吉林立交桥，北向南"
"location:125.382403,43.92286"
